Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.55412239,51.54292196,51.54361927,51.54642618,51.55188325,51.55941916,51.55390515,51.5338271,51.51317513,51.4919626,51.47069811,51.44407122,51.41786551,51.3959623,51.37491947,51.36218222,51.3528751,51.34019645,51.32745078,51.31236476,51.28983054,51.2951241,51.30185237,51.28262498,51.2461515,51.20217414,51.16988573,51.13785381,51.1093035,51.08756756,51.08721535,51.09054572,51.06390921,51.04187649,51.02931304,51.01800042,51.01115194,51.00364488,50.99420163,50.98442194,50.97924896,50.97128164,50.94819535,50.93720255,50.94598254,50.95447635,50.95969843,50.94718099,50.9206722,50.89668692,50.87570062,50.85697277,50.84198719,50.83027029,50.82050169,50.80661797,50.78850387,50.77123204,50.75479095,50.7388059,50.72089464,50.69747561,50.66444316,50.62244631,50.59146843
Montenegro,MNE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.01303277,47.06410479,47.16405094,47.26501055,47.35214215,47.42648521,47.49249952,47.55249516,47.60257882,47.63788836,47.65392102,47.70214611,47.80422307,47.91034339,48.00618417,48.09422956,48.17357766,48.2433334,48.30100642,48.35417635,48.41062207,48.46281115,48.50689572,48.54369257,48.57325639,48.59759503,48.61839666,48.63595391,48.64859579,48.65171471,48.64519893,48.62274681,48.58183445,48.53056604,48.47351392,48.41157465,48.34292308,48.26678326,48.18275008,48.09178237,47.99540835,47.89681225,47.80202788,47.72783592,47.73610539,47.80656446,47.86951919,47.92825138,47.98615775,48.03996597,48.08460214,48.11550085,48.13618714,48.152962,48.16686095,48.17653277,48.18181236,48.18025102,48.17779972,48.17163587,48.14749627,48.11989733,48.11274095,48.12051437,48.13000897
Mongolia,MNG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.37085398,49.47522256,49.56435488,49.59229467,49.57331843,49.5596618,49.54835816,49.53232926,49.5061097,49.48141623,49.46964766,49.46758481,49.47238885,49.48210675,49.49448498,49.50644932,49.51450607,49.51359054,49.49468005,49.4807182,49.4812603,49.4789013,49.47472896,49.46864346,49.45879847,49.44421401,49.42320133,49.39262409,49.3466569,49.31971556,49.31617029,49.30373966,49.28411704,49.25889989,49.22801491,49.19076172,49.14790325,49.10243403,49.05602822,49.0057271,49.02162039,49.10433063,49.1801646,49.24603607,49.30267623,49.35144322,49.39475912,49.43710923,49.48227772,49.52975751,49.57164515,49.56354426,49.52099101,49.50537891,49.52475732,49.57525974,49.65106348,49.74725902,49.85863587,49.979286,50.01633349,49.97290155,49.93318104,49.89202878,49.85731714
Northern Mariana Islands,MNP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.02289377,50.05002779,50.0862069,50.07816571,50.08564232,50.11691348,50.12250283,50.23260141,50.51585785,50.79587546,51.12094395,51.51273179,51.88350744,52.13976945,52.255203,52.30003319,52.33529831,52.38819207,52.42405456,52.48984048,52.56170213,52.60529634,52.63534676,52.65479628,52.66364461,52.67210893,52.66828381,52.6639803,52.65972637,52.64508631,52.55641179,52.35735364,52.12473994,51.88022284,51.6135245,51.12919296,50.07059006,48.81087003,47.73790697,46.81109291,46.48097488,46.81179672,47.30820492,47.81492181,48.31868372,48.82124643,49.34082595,49.87953851,50.44007769,51.02937189,51.46786956,51.66296704,51.79020926,51.90394056,52.00942908,52.1150001,52.21082071,52.30489001,52.40132852,52.50581782,52.57421785,52.61286958,52.66287599,52.71692178,52.79942182
Mozambique,MOZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.74232446,48.78658703,48.87457449,48.95673988,49.02887791,49.08929698,49.14318951,49.19142215,49.23528485,49.27594081,49.31124224,49.31233648,49.23672508,49.10329652,48.95688036,48.80611377,48.6552227,48.46740931,48.24364655,48.05030642,48.0051114,48.07149403,48.12832719,48.18041048,48.18531704,48.14647824,48.11140107,48.07899724,48.08616937,48.13196351,48.17762552,48.22365249,48.26787977,48.311339,48.35282401,48.39246243,48.4328979,48.43142606,48.3958704,48.35540114,48.30598799,48.25950903,48.21659472,48.1807299,48.15168491,48.12986181,48.11543339,48.1037654,48.09435211,48.08975808,48.0904691,48.10667563,48.13497266,48.1640522,48.19456366,48.22515414,48.25796105,48.29771252,48.33357479,48.36070722,48.39067041,48.42445545,48.455689,48.48289553,48.5163881
Mauritania,MRT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.34356264,49.36100009,49.37821062,49.39457637,49.40987381,49.4246372,49.43946407,49.45444656,49.46658046,49.4758393,49.48618211,49.49801623,49.51055116,49.52377313,49.53611872,49.54518445,49.55209197,49.55871316,49.56634999,49.57522485,49.58559554,49.59742946,49.60949285,49.62056876,49.6315517,49.64379422,49.65707387,49.67057956,49.68437796,49.69790568,49.71319929,49.73145753,49.75281771,49.77459702,49.79443901,49.81217699,49.8275158,49.84151748,49.85212056,49.86042801,49.86896586,49.81536233,49.71027749,49.61586984,49.52690504,49.44456712,49.36976965,49.30463683,49.19684764,49.04866815,48.9128316,48.79171363,48.68589242,48.65415854,48.68814301,48.72371316,48.76118763,48.80055099,48.84031459,48.87940304,48.9142157,48.94775469,48.98383534,49.01930177,49.05266477
Mauritius,MUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.91705496,51.19814477,51.40065932,51.42631856,51.36666775,51.31055191,51.25648865,51.20744858,51.16680012,51.13469765,51.10668651,51.07453757,51.04269783,51.02537843,51.0150457,50.99682215,50.97154973,50.94452977,50.92059018,50.90117279,50.88612105,50.87813062,50.87875365,50.88688517,50.90196373,50.92321155,50.94930004,50.98139017,51.01782355,51.01089052,50.96131949,50.91379196,50.86886111,50.8254643,50.78173788,50.73770068,50.69290496,50.64899206,50.60768719,50.56999347,50.53537274,50.50203948,50.46978125,50.43800856,50.40590494,50.37360386,50.3414753,50.30936914,50.27447073,50.23526707,50.19275611,50.1505907,50.13706493,50.14961467,50.16118359,50.17051324,50.17808443,50.18413131,50.18691313,50.18297077,50.1687936,50.14031476,50.07322927,49.98315783,49.91578618
Malawi,MWI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.07341735,48.09342396,48.11437963,48.13598543,48.1570838,48.17662018,48.19558515,48.21332127,48.23098969,48.24935238,48.26778226,48.29036876,48.31638279,48.34159583,48.36686481,48.39097577,48.4121642,48.43202553,48.44334001,48.4454901,48.44684304,48.44832788,48.45037778,48.45336805,48.45655349,48.46037187,48.46652366,48.45407802,48.44968064,48.47195812,48.49650927,48.52293634,48.5509633,48.58061869,48.61143658,48.64255259,48.67125222,48.69660522,48.71844168,48.70107218,48.65321862,48.61362722,48.57708132,48.54028716,48.50511614,48.47501938,48.45187784,48.44260343,48.46375516,48.50446533,48.54205946,48.57515773,48.60394395,48.62871528,48.65076866,48.67141527,48.69085365,48.70889874,48.72343768,48.73596061,48.74746639,48.75722655,48.76809106,48.78156213,48.79660329
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.92853419,50.83616247,50.75351675,50.67988149,50.61376878,50.55424844,50.50128238,50.44707118,50.39047201,50.33800119,50.29434213,50.27464025,50.27185491,50.26929884,50.26727302,50.2660803,50.26505739,50.26253119,50.25788119,50.25294462,50.28793775,50.36082746,50.43433364,50.51002362,50.5866959,50.66133482,50.73244563,50.80137376,50.86929769,50.93553871,50.99811183,51.04992716,51.09371745,51.13431299,51.17028144,51.20276344,51.23510036,51.26979758,51.30465494,51.33371704,51.36874137,51.42648272,51.49490237,51.56071202,51.6240416,51.68538004,51.74424289,51.80024452,51.85313894,51.90308887,51.95905175,52.0332701,52.11763166,52.20025582,52.27850983,52.35034338,52.41985883,52.48426666,52.53817975,52.58878019,52.58795194,52.53036267,52.46928758,52.41107104,52.35942746
North America,NAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.22832077,49.1857552,49.13953047,49.0915543,49.04387421,48.99563004,48.94653013,48.89902695,48.85272561,48.80814785,48.76851379,48.75785807,48.76372473,48.76470043,48.76650778,48.76733265,48.76715792,48.76731937,48.76811265,48.77089532,48.77895591,48.8026295,48.8394589,48.88015427,48.92263778,48.9641877,49.00303192,49.03932218,49.07490384,49.10849784,49.16311753,49.22330405,49.26709846,49.3112154,49.35457777,49.39733404,49.44205095,49.48926587,49.53896676,49.591265,49.646576,49.68684709,49.70932002,49.73054425,49.7508379,49.77042284,49.78879585,49.80497262,49.82024244,49.83422792,49.84656576,49.87942743,49.93134559,49.98051331,50.02593531,50.06832213,50.10962274,50.14978981,50.18654777,50.21902317,50.22925556,50.21918275,50.20280291,50.18469387,50.17906982
Namibia,NAM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.14131014,48.08047544,48.03689112,48.01020984,47.99955316,48.01803929,48.05527887,48.09214921,48.13050806,48.16924981,48.20905487,48.24823466,48.28617177,48.32223266,48.35635359,48.38791327,48.41280172,48.43266871,48.43603197,48.43673565,48.40936833,48.33959865,48.28408762,48.24922338,48.22151073,48.2018691,48.18916434,48.18167496,48.18260125,48.24601148,48.32191876,48.36354723,48.38632416,48.37240347,48.34402533,48.31884257,48.29618803,48.27785845,48.26359332,48.24926578,48.23849818,48.24350259,48.26846549,48.29673376,48.31557061,48.32941028,48.33785835,48.33899732,48.33477931,48.33004636,48.32740942,48.32884116,48.36489032,48.42915028,48.4904238,48.54689803,48.59833889,48.64613123,48.69048437,48.72782206,48.75969396,48.79471904,48.82640253,48.83776968,48.83638656
New Caledonia,NCL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.70048485,52.74293816,52.78262806,52.78077478,52.71075694,52.62293498,52.54539762,52.46891039,52.3979456,52.38962699,52.36971593,52.28398026,52.20128408,52.12364436,52.05057398,51.9827442,51.89173212,51.76384346,51.62918739,51.49899077,51.37032933,51.24404062,51.12090038,51.02159313,50.95854248,50.9117915,50.86772623,50.82613446,50.78752774,50.74318865,50.72029288,50.72391,50.72606303,50.72593617,50.72719372,50.72637352,50.71890516,50.66830821,50.58024911,50.49444691,50.4132713,50.33661679,50.26374147,50.19055426,50.12954013,50.09513833,50.11270633,50.1637252,50.21097213,50.23459761,50.20758309,50.15532261,50.10584134,50.05743763,49.99893323,49.91136004,49.80435603,49.69969705,49.59564931,49.48996322,49.41356971,49.35101362,49.31370876,49.31935005,49.32801165
Niger,NER,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.5514037,47.68685552,47.81683771,47.94251797,48.06334852,48.17880157,48.28989923,48.3973723,48.50059167,48.5992852,48.69244264,48.78058483,48.86409255,48.94114868,49.01168204,49.07753762,49.14304985,49.21045832,49.27810853,49.34536759,49.41273353,49.48341563,49.5562231,49.62821101,49.69936922,49.76853832,49.8357714,49.9004847,49.96139213,50.01855682,50.07274869,50.12235429,50.16680211,50.20777322,50.24504541,50.28109958,50.31804351,50.35476319,50.39005576,50.42375424,50.4566437,50.4892687,50.52163939,50.55200507,50.57944704,50.60417156,50.62641478,50.64642683,50.66467299,50.6825873,50.70020039,50.71585628,50.72877545,50.73984475,50.74902259,50.75517448,50.75942119,50.76352268,50.76742599,50.77077247,50.77136978,50.77101837,50.77211484,50.77304483,50.77359909
Nigeria,NGA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.5270053,49.50398908,49.48272226,49.46336498,49.44430362,49.4260809,49.41081187,49.3885738,49.3635181,49.34732655,49.34804799,49.3621183,49.37427122,49.38379441,49.3915269,49.39627965,49.41209285,49.44060639,49.46736987,49.49132805,49.51294618,49.5326668,49.55059666,49.56810851,49.59668018,49.62965488,49.65545914,49.68354496,49.71754266,49.75408123,49.793649,49.82501984,49.85366372,49.88349687,49.90906624,49.93205523,49.95203278,49.97551921,50.00741533,50.04310374,50.07542184,50.10833335,50.144488,50.18018093,50.21475673,50.24300281,50.26442719,50.28484655,50.30518097,50.32546328,50.34401799,50.36214433,50.38020864,50.39669191,50.41209829,50.42859204,50.4466496,50.46499711,50.48267615,50.49978533,50.51433932,50.52779493,50.54190058,50.55531119,50.57333441
Nicaragua,NIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.75597085,49.76914712,49.78219846,49.79445266,49.80539017,49.81012515,49.80517537,49.79164088,49.77498379,49.75987886,49.74559081,49.73174133,49.72827713,49.72384929,49.70873786,49.69264565,49.67503498,49.65143253,49.60103106,49.49490034,49.41666208,49.39716183,49.37720011,49.33748937,49.26882455,49.19268373,49.12726309,49.06675761,49.02374431,49.01606428,49.02280064,49.0330399,49.04618426,49.05946294,49.07260784,49.08558839,49.09364214,49.09587608,49.09919945,49.10044735,49.09679843,49.09164525,49.0853044,49.07872115,49.07269456,49.06921523,49.07132595,49.07716468,49.08364301,49.08995703,49.09648902,49.10317851,49.10974504,49.11632055,49.12398288,49.13306416,49.14254175,49.15288102,49.1617528,49.16921872,49.16780219,49.1595835,49.16330568,49.17610363,49.18867304
Netherlands,NLD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.7988972,49.80344718,49.8197467,49.82068076,49.83452283,49.87857615,49.92396277,49.91577062,49.87731975,49.87953658,49.90593451,49.9189036,49.88860636,49.84161286,49.807086,49.78563286,49.75969847,49.71845402,49.67851328,49.64682631,49.61929538,49.5848819,49.52753263,49.43944534,49.3680826,49.33887633,49.32275973,49.31573608,49.31166174,49.30275974,49.30998708,49.32838732,49.33767805,49.34039736,49.34534022,49.35116741,49.34800944,49.34462937,49.34800782,49.35562852,49.37043392,49.39167463,49.40553047,49.4019886,49.38681565,49.36914958,49.3598675,49.35842835,49.37299884,49.39712242,49.40766735,49.41692081,49.42622883,49.43514974,49.45299167,49.47988982,49.51955841,49.5504803,49.57096723,49.59785903,49.62026693,49.63593655,49.65261373,49.66833262,49.67966795
Norway,NOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.82509667,49.825205,49.8239275,49.8212736,49.8225248,49.82122771,49.80386587,49.78880107,49.78145158,49.76710964,49.74834499,49.73673698,49.72852149,49.71107855,49.69467641,49.6747739,49.6518074,49.62806012,49.60204973,49.57969306,49.55782537,49.52992569,49.50477989,49.48642746,49.46287076,49.44544106,49.43528733,49.44098438,49.46273521,49.46158106,49.44425701,49.44483579,49.45678763,49.45615143,49.45009382,49.44756736,49.44733487,49.45666116,49.47269579,49.49383498,49.52637218,49.55101817,49.55829807,49.56530254,49.57751338,49.59715552,49.64696875,49.74847149,49.8580777,49.92745342,49.98200101,50.06611189,50.16065695,50.22706139,50.27981102,50.32772153,50.36421057,50.38499637,50.39197041,50.40906134,50.43032767,50.44654389,50.41896334,50.38662537,50.39588212
Nepal,NPL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.07774858,50.11822091,50.16126616,50.20505006,50.24947946,50.29578252,50.34336482,50.39037683,50.43432169,50.47401849,50.51134234,50.54835304,50.5824076,50.61410194,50.64476485,50.67073789,50.68994161,50.71321644,50.74200649,50.76869957,50.79723952,50.82311598,50.84489269,50.86938981,50.88634975,50.88758859,50.87429995,50.84169721,50.80183603,50.77493697,50.77139971,50.77861649,50.77874712,50.76107553,50.73501168,50.69439178,50.6326681,50.56880514,50.50359672,50.43503683,50.35752334,50.27278906,50.17624278,50.06631695,49.94458166,49.81066694,49.66529239,49.50913997,49.34959519,49.18896619,49.02998147,48.86612511,48.68960186,48.50737927,48.34557719,48.2324233,48.11100242,47.94378389,47.78955351,47.86602156,48.13328466,48.31227877,48.27545186,48.08694438,47.891301
Nauru,NRU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,63.45486111,63.81730568,63.50672826,62.80849436,62.01269266,61.29308866,60.83071322,60.44995109,61.61504425,63.40981614,63.69597615,63.44276841,63.19729888,62.97698806,62.70403004,62.36405266,62.03821656,61.03587882,59.33132365,57.61917515,55.98849372,54.3946932,52.87313433,51.8315687,51.51008714,51.50274822,51.47563487,51.47009503,51.46224356,51.44834931,51.44460611,51.52284264,51.56172039,51.56404672,51.59794831,51.61353798,51.66453894,51.70148083,51.69167402,51.73260037,51.76551588,51.72754195,51.69130047,51.64048519,51.57057654,51.43795403,51.33060899,51.23752495,51.14885115,51.07827476,51.06044011,51.11419233,51.16392325,51.15527242,51.14027739,51.15026474,51.14360032,51.14800424,51.18487541,51.15215328,51.01777892,50.93098736,50.92788747,50.93052632,50.91243931
New Zealand,NZL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.2590691,50.25823676,50.24836933,50.21078643,50.17684074,50.16372128,50.15084342,50.09833224,50.00976575,49.95191065,49.94938305,49.95226993,49.94635623,49.94271543,49.93205054,49.9189084,49.89987632,49.86820622,49.82552272,49.77417565,49.73421389,49.70180443,49.66535034,49.63356702,49.59179378,49.5446947,49.50132683,49.4473158,49.37379864,49.29597406,49.24117848,49.21693251,49.22673824,49.25128931,49.27138155,49.29548218,49.30723032,49.2769298,49.21433783,49.14827189,49.09012763,49.05260161,49.0437137,49.03906367,49.01646975,48.98131974,48.946422,48.92019589,48.90789744,48.90518885,48.89881479,48.88913227,48.88602427,48.93044244,49.06312936,49.23748854,49.38469957,49.49669129,49.57850152,49.62539606,49.64110697,49.64420357,49.65815655,49.67318695,49.68593832
OECD members,OED,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.79777443,48.81318216,48.8298705,48.84653619,48.86373155,48.87889695,48.88558903,48.88657466,48.88916583,48.90390153,48.91982076,48.94620742,48.98071153,49.00862634,49.03009993,49.04033062,49.04078126,49.03695603,49.03465672,49.03680726,49.04754075,49.05753206,49.06127089,49.0675964,49.07382969,49.0784339,49.08636668,49.10036877,49.10053115,49.09711639,49.11357756,49.13078655,49.14833704,49.16408959,49.16936736,49.1776156,49.18932442,49.19283191,49.20277697,49.21771834,49.22755263,49.23517457,49.24025538,49.24465114,49.24936344,49.2518474,49.26037934,49.27243238,49.27999999,49.27966505,49.2827531,49.29809012,49.31431434,49.32851682,49.33969577,49.35796084,49.37913505,49.3945605,49.40857498,49.42127995,49.42155247,49.41104881,49.40219803,49.39755394,49.39747448
Oman,OMN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.95438128,49.90849378,49.86889527,49.83533246,49.80640158,49.78136988,49.75985464,49.74173267,49.72693934,49.71538384,49.70558942,49.69843698,49.68862093,49.67587797,49.66866938,49.72370016,49.86350804,50.04483728,50.24158506,50.43487881,50.61373406,50.7863277,50.95877346,51.12030877,51.26210511,52.06793011,53.42014405,54.62406296,55.70022813,56.66395025,57.52882445,58.30930292,59.02084315,59.64017938,59.7583382,59.46219973,59.19354674,58.95048203,58.72784972,58.51883054,58.31525083,58.11367504,57.91698401,57.73573523,57.69552079,57.77958641,57.85813243,57.931214,57.99878852,58.06026017,58.24629023,60.74247513,63.72670107,64.69749436,64.65874933,64.77524526,65.19135016,65.30281569,64.78592951,63.65342181,62.1059698,61.12677383,61.55519842,62.07810716,62.21348781
Other small states,OSS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.31268428,48.40588258,48.50561195,48.58443507,48.6469909,48.71277369,48.78400307,48.85318783,48.91995892,48.98713006,49.03787595,49.07185337,49.10215742,49.12706571,49.12859475,49.10851659,49.09847153,49.10301108,49.1073665,49.11256173,49.12158738,49.16436497,49.23209671,49.28989772,49.34546826,49.40268204,49.46044191,49.52022081,49.58067034,49.64119886,49.70099098,49.73104899,49.71968391,49.70943706,49.71171161,49.70904884,49.70859288,49.70572042,49.69940917,49.67969961,49.67831649,49.7097337,49.73933392,49.76149962,49.78416914,49.81184668,49.84473281,49.88671953,49.93253349,49.97736012,50.02266566,50.06680718,50.11569641,50.17353024,50.23552238,50.29987755,50.36603549,50.43395504,50.50450179,50.57625146,50.62785047,50.6512695,50.65409731,50.63429065,50.62362088
Pakistan,PAK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,53.92342728,53.88046549,53.8390462,53.79503527,53.74504331,53.69100379,53.63524769,53.575672,53.51356044,53.45032005,53.38647013,53.29997947,53.21421255,53.14991635,53.08400279,53.0160856,52.94592431,52.87479898,52.80179453,52.71655815,52.6118734,52.50792726,52.41851023,52.34044731,52.24863179,52.16219733,52.10993138,52.0603655,52.01163555,51.97054115,51.94750788,51.92631033,51.85185785,51.78686107,51.7536234,51.72095908,51.69954924,51.67818615,51.65471609,51.63374611,51.6298226,51.62485106,51.58012451,51.53570324,51.51498546,51.49345085,51.46291025,51.4247371,51.38603208,51.34695477,51.31239009,51.27932606,51.24951097,51.22247494,51.19655787,51.17163061,51.14823861,51.12435477,51.0992093,51.07419556,51.04388458,50.99401615,50.91016021,50.79958224,50.71589505
Panama,PAN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.91775873,50.89747204,50.87622281,50.85502758,50.8341699,50.81320411,50.79357781,50.77644985,50.76200797,50.74951475,50.73654936,50.72210251,50.70690363,50.69100621,50.67488108,50.65885933,50.6422861,50.62565089,50.60967867,50.59462185,50.58027089,50.56639882,50.55294815,50.53995372,50.52720359,50.5151721,50.50301489,50.4908839,50.47869646,50.4589568,50.43739104,50.42019085,50.4009823,50.3810372,50.36176577,50.34275297,50.32382236,50.30609554,50.29012611,50.27618545,50.26372191,50.25165033,50.24036987,50.22971609,50.21918371,50.2081179,50.19617638,50.18327326,50.16919725,50.15372936,50.13804473,50.12312153,50.10958288,50.09919408,50.09068367,50.08463309,50.08057657,50.07715848,50.07280713,50.06595509,50.05011342,50.02995118,50.01843994,50.01104567,50.0047613
Peru,PER,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.17394613,50.1709574,50.1752497,50.18586577,50.19716524,50.2090836,50.22124903,50.23380141,50.2452985,50.25488793,50.2772635,50.30339495,50.32273065,50.31236313,50.26833056,50.22326267,50.1805042,50.14611597,50.12161194,50.10036828,50.08960628,50.08740194,50.08311182,50.07601857,50.06445989,50.05337638,50.0457645,50.03856465,50.0312543,50.02276549,50.01434491,50.00782564,50.00193495,49.99762747,49.9997006,50.00809687,50.01808661,50.02726501,50.03432461,50.04124644,50.05059904,50.0619312,50.07360136,50.08439299,50.09294063,50.10097974,50.11030207,50.12074713,50.10378132,50.05947542,50.018239,49.982656,49.95188215,49.92388973,49.90078638,49.88459038,49.87789025,49.87099611,49.85882943,49.84653292,49.80901884,49.75913776,49.74332973,49.74187056,49.73300483
Philippines,PHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.4252095,50.45173553,50.47592251,50.49869388,50.52015243,50.53913961,50.55546318,50.56899333,50.57997648,50.58897107,50.53591491,50.48607481,50.43321299,50.38112003,50.32625052,50.27333272,50.26390989,50.25511426,50.24196779,50.22869926,50.2088295,50.18890943,50.19373238,50.19846873,50.19986438,50.20249305,50.1831386,50.16524611,50.15831771,50.15299943,50.15853159,50.16526761,50.17543121,50.18600821,50.16637957,50.14924324,50.15452573,50.15985712,50.19663938,50.23158837,50.24469454,50.258397,50.24928226,50.2397806,50.22957073,50.21739977,50.1825543,50.15229396,50.1296237,50.107982,50.1286394,50.14989779,50.17659206,50.20195376,50.20386466,50.17096561,50.11783028,50.05590147,49.97960952,49.9056317,49.87942409,49.88436525,49.88336483,49.88268684,49.88110874
Palau,PLW,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.40737564,50.41867281,50.40849673,50.39354389,50.4372328,50.48350398,50.55067099,50.63245063,50.70397112,50.6855453,50.81361597,51.19897959,51.66871669,52.0793499,52.1951604,52.1021021,52.05175014,52.01979882,51.95337621,51.86836346,51.87026322,52.03193033,52.29242162,52.57573428,52.83443311,53.1156403,53.34426697,53.50913911,53.6533734,53.78387421,53.80783851,53.73382862,53.68065545,53.6342536,53.60166965,53.58264511,53.69887844,53.95405346,54.21075362,54.46272684,54.56251955,54.45948739,54.29421115,54.12004069,53.91756218,53.71884146,53.57015261,53.44523884,53.33789258,53.23356494,53.12024353,52.98445539,52.8342246,52.90684497,53.21178596,53.4665166,53.6131715,53.73905232,53.8789716,54.01730532,54.04676259,53.98976551,53.93884791,53.90082924,53.85962929
Papua New Guinea,PNG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.86640837,52.80926004,52.79177466,52.79110254,52.80913356,52.83631956,52.8595128,52.88363967,52.91035986,52.93186106,52.95003887,52.96486704,52.95695192,52.93197241,52.91244501,52.89645519,52.88260497,52.8699699,52.8581283,52.84712301,52.83636148,52.8372377,52.84772318,52.85476836,52.85890948,52.8601138,52.85885845,52.85576877,52.85204609,52.83679629,52.77341273,52.68174717,52.5994432,52.5213892,52.4476319,52.3778723,52.31166906,52.24946134,52.19257547,52.13890258,52.08712633,52.05849416,52.05068262,52.04293013,52.03528233,52.02799,52.02088231,52.01379509,52.00591619,51.99612823,51.98409699,51.96546888,51.93930747,51.90890961,51.87501151,51.83825321,51.79949333,51.75971274,51.71953033,51.67879938,51.63074717,51.57731589,51.52471242,51.47419052,51.42742387
Poland,POL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.36413971,48.40284034,48.43846115,48.47040916,48.49831422,48.52414011,48.54511572,48.56042348,48.57291297,48.5806989,48.58208615,48.58938749,48.61034122,48.63366111,48.65921372,48.68733287,48.70750917,48.71684491,48.71747075,48.71715261,48.72155705,48.72650596,48.73473027,48.74827673,48.76168516,48.77308055,48.77790229,48.77792288,48.76122565,48.73530128,48.71472037,48.69016802,48.66364019,48.64086538,48.62006786,48.59723267,48.57623227,48.55554521,48.53180065,48.49700738,48.46671438,48.45060797,48.43319311,48.41528232,48.39380928,48.36915245,48.33693435,48.29853147,48.27098595,48.14894713,48.19173605,48.40436622,48.46482162,48.47071802,48.47790989,48.48589419,48.49393798,48.50279799,48.51297706,48.52368882,48.51530139,48.48522361,48.46595116,48.46055413,48.44912846
Pre-demographic dividend,PRE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54995269,49.54184442,49.53910983,49.54027255,49.54121347,49.54227097,49.54404966,49.54484058,49.54579084,49.54923029,49.55350405,49.55757098,49.55893047,49.56162218,49.56407107,49.56272072,49.56170943,49.5606169,49.55991261,49.55811808,49.55374341,49.54487054,49.53586978,49.53633961,49.53545277,49.53688786,49.54383485,49.55305223,49.56153833,49.56569735,49.57116833,49.57568239,49.58260339,49.59753908,49.61999898,49.63686291,49.6396625,49.64276938,49.65247205,49.66258265,49.67534761,49.68857194,49.70297017,49.71916057,49.73359037,49.74611291,49.75747371,49.76873665,49.78383118,49.79856228,49.81364501,49.83372603,49.85411999,49.87482643,49.89109636,49.90449004,49.91893753,49.93145683,49.9413089,49.94890721,49.95447712,49.95930355,49.96367024,49.96759704,49.97345471
Puerto Rico (US),PRI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.48606508,49.4296741,49.37667077,49.31209526,49.23714956,49.15901471,49.0863942,49.02650204,48.98075013,48.95507487,48.93610096,48.90650288,48.87341008,48.84243941,48.81364981,48.78622005,48.75756311,48.72771415,48.69442831,48.6605848,48.63748102,48.61980296,48.60216613,48.5869032,48.57222618,48.55566319,48.53297247,48.50379129,48.47456392,48.45329269,48.44057465,48.42528829,48.39790017,48.36100797,48.32199424,48.2854929,48.25247651,48.22462743,48.19927135,48.17500493,48.15594564,48.13731293,48.11490658,48.09330846,48.07326591,48.05138825,48.02695291,47.99964816,47.9703675,47.94162808,47.90857524,47.86470705,47.8130891,47.76069662,47.7061822,47.64518946,47.57955103,47.47592807,47.37549497,47.32112987,47.25983384,47.20113365,47.15490953,47.11794059,47.08381924
